Idade,Genero,Estados,Cargo,Carreira,Faixa salarial,Experiencia,Raça
28,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,14000.0,de 3 a 4 anos,Branca
35,Masculino,Minas Gerais (MG),Outra opção,Sênior,5000.0,Não tenho experiência na área de dados,Branca
31,Masculino,Rio de Janeiro (RJ),Outra opção,Júnior,2500.0,de 1 a 2 anos,Preta
31,Prefiro não informar,Minas Gerais (MG),Cientista de dados,Pleno,5000.0,de 1 a 2 anos,Branca
27,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,de 5 a 6 anos,Parda
26,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 1 a 2 anos,Parda
23,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,de 1 a 2 anos,Parda
23,Masculino,,,,,,Parda
27,Masculino,Paraná (PR),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca
31,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
25,Masculino,Distrito Federal (DF),,,,,Branca
42,Masculino,Distrito Federal (DF),Analista de BI,Sênior,10000.0,Mais de 10 anos,Preta
36,Masculino,,Outra opção,Júnior,7000.0,Menos de 1 ano,Branca
32,Feminino,São Paulo (SP),,,27500.0,de 7 a 10 anos,Preta
24,Masculino,Goiás (GO),Cientista de dados,Júnior,3500.0,de 1 a 2 anos,Parda
41,Masculino,Rio de Janeiro (RJ),,,,,Branca
31,Masculino,Rio de Janeiro (RJ),,,,,Branca
43,Masculino,Paraná (PR),,,14000.0,de 1 a 2 anos,Branca
20,Feminino,Rio de Janeiro (RJ),,,,,Branca
31,Masculino,Paraná (PR),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Branca
41,Feminino,Distrito Federal (DF),Cientista de dados,Sênior,18000.0,Mais de 10 anos,Branca
31,Masculino,Mato Grosso do Sul (MS),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Parda
22,Masculino,Paraná (PR),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca
27,Masculino,Distrito Federal (DF),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca
32,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,de 1 a 2 anos,Branca
30,Masculino,Minas Gerais (MG),Analista de Dados,Sênior,14000.0,de 7 a 10 anos,Branca
27,Masculino,São Paulo (SP),Outra opção,Pleno,5000.0,Não tenho experiência na área de dados,Parda
21,Masculino,Goiás (GO),,,,,Parda
35,Feminino,,Analista de Dados,Sênior,5000.0,de 7 a 10 anos,Prefiro não informar
35,Feminino,Rio de Janeiro (RJ),Cientista de dados,Sênior,10000.0,de 1 a 2 anos,Branca
25,Masculino,Espírito Santo (ES),Analista de BI,Pleno,3500.0,de 3 a 4 anos,Parda
34,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,18000.0,de 4 a 6 anos,Parda
28,Masculino,São Paulo (SP),,,18000.0,de 3 a 4 anos,Parda
27,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Branca
52,Masculino,Rio Grande do Sul (RS),,,7000.0,de 3 a 4 anos,Branca
32,Feminino,Minas Gerais (MG),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca
35,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 5 a 6 anos,Branca
26,Masculino,Paraná (PR),Cientista de dados,Júnior,7000.0,Menos de 1 ano,Branca
40,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca
41,Masculino,São Paulo (SP),,,10000.0,de 7 a 10 anos,Branca
27,Feminino,Bahia (BA),Analista de Dados,Júnior,2500.0,de 1 a 2 anos,Preta
42,Masculino,Bahia (BA),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca
38,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Branca
32,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
31,Feminino,Rio Grande do Norte (RN),Analista de BI,Júnior,2500.0,de 3 a 4 anos,Branca
30,Masculino,Maranhão (MA),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Parda
39,Masculino,Minas Gerais (MG),,,,,Branca
32,Feminino,Paraná (PR),Analista de BI,Pleno,5000.0,de 1 a 2 anos,Branca
32,Masculino,São Paulo (SP),Outra opção,Sênior,10000.0,de 3 a 4 anos,Branca
30,Masculino,Paraná (PR),Analista de Dados,Sênior,7000.0,de 7 a 10 anos,Parda
36,Feminino,Distrito Federal (DF),Analista de Dados,Júnior,1500.0,Menos de 1 ano,Branca
29,Feminino,Rio de Janeiro (RJ),Analista de BI,Júnior,5000.0,de 1 a 2 anos,Branca
39,Masculino,Rio Grande do Sul (RS),,,27500.0,Mais de 10 anos,Branca
40,Masculino,Paraná (PR),,,14000.0,Mais de 10 anos,Branca
24,Masculino,Bahia (BA),Engenheiro de dados,Júnior,1500.0,de 1 a 2 anos,Branca
32,Feminino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Branca
26,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,de 1 a 2 anos,Preta
28,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Parda
25,Masculino,Rio Grande do Norte (RN),Outra opção,Júnior,1500.0,de 1 a 2 anos,Parda
30,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,1500.0,de 5 a 6 anos,Preta
27,Masculino,,Analista de BI,Pleno,18000.0,de 3 a 4 anos,Parda
24,Masculino,Sergipe (SE),,,,,Parda
53,Masculino,Minas Gerais (MG),Analista de Dados,Sênior,14000.0,Mais de 10 anos,Branca
20,Masculino,Pernambuco (PE),Analista de BI,Júnior,1500.0,Menos de 1 ano,Preta
27,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca
35,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,5000.0,de 7 a 10 anos,Parda
29,Masculino,São Paulo (SP),Cientista de dados,Júnior,2500.0,de 1 a 2 anos,Branca
36,Feminino,Paraná (PR),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Branca
27,Feminino,Paraná (PR),Outra opção,Sênior,10000.0,Não tenho experiência na área de dados,Branca
53,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Preta
28,Feminino,Rio de Janeiro (RJ),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Preta
28,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Parda
27,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Branca
32,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,de 3 a 4 anos,Parda
25,Feminino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Branca
27,Feminino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Parda
30,Feminino,Santa Catarina (SC),Outra opção,Sênior,10000.0,de 7 a 10 anos,Preta
53,Masculino,Santa Catarina (SC),Analista de BI,Sênior,14000.0,de 3 a 4 anos,Branca
26,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Branca
30,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Amarela
27,Masculino,Paraíba (PB),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Parda
30,Masculino,Mato Grosso (MT),Analista de BI,Júnior,5000.0,de 3 a 4 anos,Branca
46,Masculino,Santa Catarina (SC),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca
33,Masculino,São Paulo (SP),Analista de BI,Júnior,1500.0,de 1 a 2 anos,Branca
55,Masculino,Bahia (BA),,,22500.0,Mais de 10 anos,Parda
29,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Branca
28,Masculino,Bahia (BA),Analista de Dados,Pleno,5000.0,de 1 a 2 anos,Branca
29,Feminino,Rio de Janeiro (RJ),Cientista de dados,Sênior,14000.0,de 5 a 6 anos,Preta
28,Feminino,Distrito Federal (DF),,,22500.0,de 4 a 6 anos,Branca
51,Masculino,São Paulo (SP),,,,,Preta
32,Masculino,Pernambuco (PE),Analista de Dados,Pleno,5000.0,de 1 a 2 anos,Branca
37,Masculino,São Paulo (SP),,,14000.0,de 3 a 4 anos,Branca
26,Feminino,Distrito Federal (DF),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
26,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,de 1 a 2 anos,Branca
21,Masculino,Ceará (CE),Analista de BI,Júnior,1500.0,Menos de 1 ano,Branca
32,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,1500.0,de 1 a 2 anos,Branca
38,Masculino,Paraná (PR),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca
29,Masculino,Rio de Janeiro (RJ),Analista de BI,Júnior,1500.0,de 1 a 2 anos,Parda
28,Feminino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,7000.0,de 1 a 2 anos,Preta
25,Feminino,São Paulo (SP),Analista de BI,Júnior,1500.0,de 1 a 2 anos,Branca
24,Feminino,Minas Gerais (MG),Outra opção,Júnior,2500.0,Não tenho experiência na área de dados,Branca
30,Masculino,Alagoas (AL),,,14000.0,de 5 a 6 anos,Parda
28,Masculino,Santa Catarina (SC),,,14000.0,de 4 a 6 anos,Parda
26,Masculino,Pará (PA),Cientista de dados,Pleno,7000.0,de 1 a 2 anos,Parda
39,Feminino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,de 1 a 2 anos,Branca
29,Masculino,Rio de Janeiro (RJ),,,14000.0,de 5 a 6 anos,Preta
24,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,de 3 a 4 anos,Parda
30,Masculino,São Paulo (SP),,,,,Branca
29,Feminino,Paraná (PR),Cientista de dados,Pleno,10000.0,de 1 a 2 anos,Parda
31,Feminino,Paraná (PR),Cientista de dados,Júnior,5000.0,de 1 a 2 anos,Indígena
33,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca
29,Masculino,São Paulo (SP),Outra opção,Pleno,5000.0,de 3 a 4 anos,Branca
36,Masculino,Rio Grande do Sul (RS),,,7000.0,Mais de 10 anos,Parda
29,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,10000.0,de 5 a 6 anos,Branca
46,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 5 a 6 anos,Parda
23,Masculino,São Paulo (SP),Cientista de dados,Júnior,3500.0,de 1 a 2 anos,Branca
24,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca
20,Masculino,Paraná (PR),,,,,Branca
34,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Branca
29,Masculino,,,,,,Branca
33,Masculino,Paraná (PR),,,10000.0,Não tenho experiência na área de dados,Branca
21,Feminino,Alagoas (AL),,,,,Parda
27,Masculino,São Paulo (SP),Analista de BI,Pleno,10000.0,de 3 a 4 anos,Branca
24,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,7000.0,de 3 a 4 anos,Branca
26,Masculino,Paraná (PR),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Branca
25,Masculino,Paraíba (PB),Engenheiro de dados,Pleno,2500.0,de 3 a 4 anos,Parda
27,Masculino,Minas Gerais (MG),Analista de BI,Pleno,10000.0,de 3 a 4 anos,Parda
38,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,Mais de 10 anos,Branca
37,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,7000.0,de 1 a 2 anos,Branca
39,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,Mais de 10 anos,Branca
28,Feminino,São Paulo (SP),Cientista de dados,Pleno,5000.0,de 1 a 2 anos,Branca
36,Feminino,São Paulo (SP),Engenheiro de dados,Júnior,1500.0,Menos de 1 ano,Branca
30,Feminino,Paraná (PR),Outra opção,Sênior,10000.0,Menos de 1 ano,Branca
23,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 1 a 2 anos,Branca
35,Masculino,,Engenheiro de dados,Sênior,18000.0,Mais de 10 anos,Branca
47,Masculino,Ceará (CE),,,22500.0,de 7 a 10 anos,Parda
37,Masculino,Santa Catarina (SC),Outra opção,Sênior,10000.0,de 3 a 4 anos,Branca
39,Masculino,Mato Grosso (MT),Outra opção,Júnior,5000.0,Menos de 1 ano,Branca
24,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Branca
26,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Preta
25,Masculino,Ceará (CE),Cientista de dados,Pleno,10000.0,de 1 a 2 anos,Branca
47,Masculino,Pará (PA),Outra opção,Júnior,2500.0,Não tenho experiência na área de dados,Parda
34,Masculino,Goiás (GO),Analista de BI,Sênior,5000.0,de 3 a 4 anos,Amarela
32,Masculino,São Paulo (SP),,,7000.0,de 4 a 6 anos,Parda
41,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Branca
27,Masculino,Santa Catarina (SC),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
27,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,de 1 a 2 anos,Branca
38,Masculino,Alagoas (AL),Analista de BI,Sênior,10000.0,de 5 a 6 anos,Branca
43,Masculino,Minas Gerais (MG),Outra opção,Sênior,10000.0,Mais de 10 anos,Branca
44,Feminino,Minas Gerais (MG),Outra opção,Sênior,2500.0,Não tenho experiência na área de dados,Branca
40,Feminino,Pernambuco (PE),Outra opção,Júnior,5000.0,Menos de 1 ano,Parda
59,Masculino,São Paulo (SP),,,,,Branca
25,Masculino,Minas Gerais (MG),Outra opção,Pleno,7000.0,de 1 a 2 anos,Branca
39,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 4 a 6 anos,Branca
54,Feminino,Rio de Janeiro (RJ),Analista de Dados,Sênior,18000.0,Mais de 10 anos,Branca
31,Feminino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
36,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,3500.0,de 1 a 2 anos,Branca
30,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca
26,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
25,Masculino,Paraná (PR),Analista de BI,Sênior,7000.0,de 1 a 2 anos,Branca
29,Feminino,São Paulo (SP),,,14000.0,de 5 a 6 anos,Branca
36,Masculino,Piauí (PI),Cientista de dados,Pleno,5000.0,de 1 a 2 anos,Branca
25,Feminino,Goiás (GO),Analista de BI,Júnior,3500.0,de 1 a 2 anos,Branca
29,Masculino,Mato Grosso (MT),Outra opção,Júnior,3500.0,Menos de 1 ano,Branca
36,Masculino,,,,40000.0,de 7 a 10 anos,Branca
50,Masculino,Rio de Janeiro (RJ),Outra opção,Sênior,10000.0,Mais de 10 anos,Parda
25,Masculino,Bahia (BA),Cientista de dados,Sênior,18000.0,de 3 a 4 anos,Branca
28,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,de 1 a 2 anos,Branca
31,Masculino,Paraná (PR),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca
23,Feminino,São Paulo (SP),Analista de BI,Júnior,1500.0,Menos de 1 ano,Branca
33,Masculino,Minas Gerais (MG),Outra opção,Pleno,7000.0,Não tenho experiência na área de dados,Branca
31,Feminino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Branca
27,Feminino,Minas Gerais (MG),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
27,Masculino,Paraná (PR),,,22500.0,Mais de 10 anos,Branca
29,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca
29,Feminino,Rio de Janeiro (RJ),Analista de BI,Júnior,1500.0,Menos de 1 ano,Branca
27,Feminino,Bahia (BA),Analista de Dados,Júnior,5000.0,de 1 a 2 anos,Parda
28,Masculino,Paraná (PR),Cientista de dados,Júnior,3500.0,de 1 a 2 anos,Branca
41,Feminino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Parda
46,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,2500.0,Mais de 10 anos,Branca
34,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,5000.0,de 1 a 2 anos,Parda
25,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 1 a 2 anos,Amarela
29,Masculino,Distrito Federal (DF),,,,,Parda
44,Masculino,Piauí (PI),Outra opção,Júnior,3500.0,Menos de 1 ano,Parda
36,Masculino,Minas Gerais (MG),Engenheiro de dados,Júnior,7000.0,de 3 a 4 anos,Branca
20,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,de 1 a 2 anos,Parda
37,Masculino,Santa Catarina (SC),Cientista de dados,Pleno,10000.0,de 1 a 2 anos,Outra
24,Masculino,Alagoas (AL),Cientista de dados,Júnior,1500.0,de 1 a 2 anos,Preta
25,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
30,Masculino,Bahia (BA),Cientista de dados,Júnior,7000.0,de 3 a 4 anos,Parda
24,Masculino,Espírito Santo (ES),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Parda
30,Masculino,Minas Gerais (MG),,,,,Branca
38,Feminino,Minas Gerais (MG),,,,,Prefiro não informar
35,Feminino,Rio Grande do Sul (RS),,,10000.0,de 5 a 6 anos,Branca
40,Feminino,Rio de Janeiro (RJ),,,22500.0,Mais de 10 anos,Branca
29,Feminino,São Paulo (SP),Outra opção,Júnior,5000.0,de 1 a 2 anos,Preta
37,Masculino,Distrito Federal (DF),Cientista de dados,Sênior,27500.0,de 7 a 10 anos,Branca
27,Masculino,Mato Grosso (MT),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
40,Masculino,Rio Grande do Sul (RS),,,,,Branca
35,Feminino,Rio de Janeiro (RJ),Outra opção,Sênior,10000.0,de 3 a 4 anos,Parda
29,Feminino,São Paulo (SP),,,18000.0,de 4 a 6 anos,Branca
22,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,5000.0,de 1 a 2 anos,Parda
33,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
47,Feminino,Distrito Federal (DF),,,,,Parda
29,Masculino,São Paulo (SP),Outra opção,Júnior,1500.0,Menos de 1 ano,Branca
40,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca
38,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca
26,Feminino,Minas Gerais (MG),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Parda
38,Masculino,São Paulo (SP),,,,,Parda
31,Masculino,,Engenheiro de dados,Júnior,7000.0,Menos de 1 ano,Branca
25,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Menos de 1 ano,Branca
26,Feminino,Pernambuco (PE),,,,,Parda
19,Feminino,Santa Catarina (SC),Analista de Dados,Júnior,1500.0,Menos de 1 ano,Branca
32,Masculino,São Paulo (SP),Cientista de dados,Pleno,5000.0,de 1 a 2 anos,Branca
32,Masculino,Minas Gerais (MG),Analista de BI,Sênior,10000.0,de 1 a 2 anos,Branca
29,Masculino,Mato Grosso (MT),,,22500.0,Mais de 10 anos,Branca
33,Masculino,Paraná (PR),Analista de Dados,Pleno,2500.0,de 1 a 2 anos,Branca
35,Feminino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Menos de 1 ano,Branca
32,Masculino,Distrito Federal (DF),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Parda
46,Masculino,Rio de Janeiro (RJ),Cientista de dados,Pleno,14000.0,de 3 a 4 anos,Parda
38,Feminino,Rio Grande do Sul (RS),Outra opção,Pleno,5000.0,de 3 a 4 anos,Branca
37,Masculino,São Paulo (SP),Outra opção,Pleno,5000.0,Não tenho experiência na área de dados,Parda
27,Masculino,Rio de Janeiro (RJ),Analista de BI,Júnior,1500.0,de 1 a 2 anos,Branca
59,Masculino,Distrito Federal (DF),,,,,Preta
31,Feminino,Rio de Janeiro (RJ),Engenheiro de dados,Júnior,3500.0,de 1 a 2 anos,Branca
26,Masculino,Bahia (BA),Analista de Dados,Pleno,7000.0,de 1 a 2 anos,Branca
32,Masculino,São Paulo (SP),Outra opção,Sênior,2500.0,de 1 a 2 anos,Branca
32,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 1 a 2 anos,Branca
30,Masculino,,Cientista de dados,Pleno,22500.0,de 7 a 10 anos,Branca
31,Feminino,Rio Grande do Sul (RS),Analista de BI,Pleno,10000.0,de 5 a 6 anos,Branca
39,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Parda
27,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 1 a 2 anos,Preta
28,Masculino,Paraná (PR),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca
34,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,22500.0,Mais de 10 anos,Parda
29,Masculino,Paraná (PR),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca
33,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,de 5 a 6 anos,Preta
27,Masculino,São Paulo (SP),,,,,Branca
33,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,5000.0,de 1 a 2 anos,Parda
36,Masculino,Paraná (PR),Outra opção,Sênior,10000.0,de 7 a 10 anos,Branca
27,Masculino,Rio Grande do Sul (RS),,,,,Branca
34,Feminino,Rio de Janeiro (RJ),Analista de BI,Sênior,14000.0,de 7 a 10 anos,Branca
41,Masculino,São Paulo (SP),,,22500.0,de 3 a 4 anos,Branca
27,Masculino,Bahia (BA),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Preta
27,Feminino,Rio de Janeiro (RJ),Analista de BI,Júnior,5000.0,Menos de 1 ano,Parda
56,Feminino,Rio Grande do Sul (RS),,,,,Parda
32,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,35000.0,de 7 a 10 anos,Parda
28,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,3500.0,de 1 a 2 anos,Parda
27,Masculino,Paraná (PR),Outra opção,Júnior,2500.0,de 1 a 2 anos,Branca
27,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca
34,Masculino,São Paulo (SP),Outra opção,Pleno,5000.0,Menos de 1 ano,Branca
30,Feminino,Paraná (PR),Outra opção,Júnior,2500.0,de 1 a 2 anos,Branca
30,Feminino,Santa Catarina (SC),Analista de Dados,Júnior,3500.0,de 1 a 2 anos,Preta
34,Masculino,Paraná (PR),Engenheiro de dados,Pleno,7000.0,de 1 a 2 anos,Branca
28,Feminino,Santa Catarina (SC),,,7000.0,de 1 a 2 anos,Branca
40,Masculino,São Paulo (SP),,,10000.0,Não tenho experiência na área de dados,Branca
26,Feminino,São Paulo (SP),Analista de BI,Júnior,7000.0,de 1 a 2 anos,Amarela
32,Masculino,Minas Gerais (MG),Analista de BI,Júnior,3500.0,Menos de 1 ano,Branca
26,Feminino,Rondônia (RO),Cientista de dados,Pleno,3500.0,de 1 a 2 anos,Parda
30,Masculino,Goiás (GO),Cientista de dados,Sênior,14000.0,de 5 a 6 anos,Branca
32,Feminino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Branca
20,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,2500.0,Menos de 1 ano,Branca
57,Masculino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca
29,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 5 a 6 anos,Branca
57,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Parda
30,Masculino,Santa Catarina (SC),Engenheiro de dados,Pleno,5000.0,de 1 a 2 anos,Branca
38,Masculino,São Paulo (SP),,,18000.0,de 1 a 2 anos,Branca
38,Masculino,Minas Gerais (MG),,,,,Preta
40,Masculino,Rondônia (RO),,,35000.0,de 4 a 6 anos,Branca
27,Masculino,Minas Gerais (MG),Outra opção,Júnior,5000.0,de 3 a 4 anos,Parda
35,Feminino,Bahia (BA),Outra opção,Sênior,14000.0,de 5 a 6 anos,Branca
35,Masculino,São Paulo (SP),Outra opção,Júnior,2500.0,Não tenho experiência na área de dados,Branca
29,Masculino,Ceará (CE),,,,,Parda
30,Feminino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Preta
29,Masculino,Minas Gerais (MG),Analista de BI,Sênior,7000.0,de 5 a 6 anos,Branca
24,Masculino,São Paulo (SP),Analista de BI,Pleno,1500.0,Menos de 1 ano,Branca
37,Feminino,São Paulo (SP),,,,,Amarela
29,Masculino,Minas Gerais (MG),,,,,Branca
34,Masculino,Bahia (BA),Outra opção,Pleno,2500.0,Não tenho experiência na área de dados,Parda
42,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca
24,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,de 1 a 2 anos,Branca
26,Feminino,Santa Catarina (SC),Analista de BI,Pleno,3500.0,de 5 a 6 anos,Branca
35,Masculino,Minas Gerais (MG),,,7000.0,Não tenho experiência na área de dados,Parda
30,Masculino,Distrito Federal (DF),,,,,Branca
39,Feminino,São Paulo (SP),Analista de BI,Sênior,14000.0,de 5 a 6 anos,Amarela
39,Feminino,São Paulo (SP),Outra opção,Pleno,1500.0,de 3 a 4 anos,Branca
26,Masculino,Bahia (BA),Analista de Dados,Pleno,7000.0,de 1 a 2 anos,Parda
34,Masculino,Santa Catarina (SC),,,10000.0,de 1 a 2 anos,Branca
26,Feminino,São Paulo (SP),Analista de BI,Sênior,14000.0,de 1 a 2 anos,Branca
56,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Branca
26,Masculino,,,,35000.0,de 3 a 4 anos,Branca
31,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,7000.0,de 1 a 2 anos,Branca
42,Masculino,Paraná (PR),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca
46,Masculino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 7 a 10 anos,Branca
40,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca
30,Masculino,São Paulo (SP),,,10000.0,de 4 a 6 anos,Branca
27,Masculino,,,,,,Parda
39,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 1 a 2 anos,Branca
36,Masculino,Bahia (BA),,,22500.0,Mais de 10 anos,Branca
30,Masculino,Rio Grande do Sul (RS),,,14000.0,de 7 a 10 anos,Branca
30,Feminino,Pernambuco (PE),,,,,Branca
34,Feminino,Minas Gerais (MG),Analista de Dados,Sênior,10000.0,de 5 a 6 anos,Branca
56,Feminino,Santa Catarina (SC),,,,,Branca
32,Feminino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
47,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,Menos de 1 ano,Branca
39,Feminino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 5 a 6 anos,Amarela
29,Feminino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca
38,Masculino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca
25,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 1 a 2 anos,Branca
